基金代码,基金全称
013758,泰信均衡价值混合型证券投资基金
013759,招商精选平衡混合型证券投资基金
013760,招商精选平衡混合型证券投资基金
013765,平安恒泰1年持有期混合型证券投资基金
013766,平安恒泰1年持有期混合型证券投资基金
013767,平安价值回报混合型证券投资基金
013768,平安价值回报混合型证券投资基金
013769,博时稳益9个月持有期混合型证券投资基金
013770,博时稳益9个月持有期混合型证券投资基金
013771,中加龙头精选混合型证券投资基金
013772,中加龙头精选混合型证券投资基金
013774,易方达趋势优选混合型证券投资基金
013775,易方达趋势优选混合型证券投资基金
013776,中泰兴为价值精选混合型证券投资基金
013777,中泰兴为价值精选混合型证券投资基金
013783,兴银竞争优势混合型证券投资基金
013784,兴银竞争优势混合型证券投资基金
013785,东方红优质甄选一年持有期混合型证券投资基金
013812,景顺长城景气进取混合型证券投资基金
013813,景顺长城景气进取混合型证券投资基金
013824,汇丰晋信慧悦混合型证券投资基金
013836,博时时代消费混合型证券投资基金
013837,博时时代消费混合型证券投资基金
013840,银华集成电路混合型证券投资基金
013841,银华集成电路混合型证券投资基金
013842,银华新锐成长混合型证券投资基金
013843,银华新锐成长混合型证券投资基金
013846,上银鑫恒混合型证券投资基金
013847,华泰柏瑞匠心汇选混合型证券投资基金
013848,华泰柏瑞匠心汇选混合型证券投资基金
013851,中信建投低碳成长混合型证券投资基金
013852,中信建投低碳成长混合型证券投资基金
013853,大成匠心卓越三年持有期混合型证券投资基金
013854,大成匠心卓越三年持有期混合型证券投资基金
013855,嘉实品质发现混合型证券投资基金
013856,嘉实品质发现混合型证券投资基金
013859,宝盈品质甄选混合型证券投资基金
013860,宝盈品质甄选混合型证券投资基金
013861,泓德产业升级混合型证券投资基金
013862,泓德产业升级混合型证券投资基金
013867,汇安优势企业精选混合型证券投资基金
013868,汇安优势企业精选混合型证券投资基金
013871,招商能源转型混合型证券投资基金
013872,招商能源转型混合型证券投资基金
013876,财通资管新能源汽车混合型发起式证券投资基金
013877,财通资管新能源汽车混合型发起式证券投资基金
013880,广发招享混合型证券投资基金
013882,交银施罗德品质升级混合型证券投资基金
013883,交银施罗德启明混合型证券投资基金
013884,交银施罗德主题优选灵活配置混合型证券投资基金
013885,交银施罗德阿尔法核心混合型证券投资基金
013886,华商新能源汽车混合型证券投资基金
013887,华商新能源汽车混合型证券投资基金
013890,国泰睿毅三年持有期混合型证券投资基金
013891,国泰睿毅三年持有期混合型证券投资基金
013892,上银科技驱动双周定期可赎回混合型证券投资基金
013895,宝盈成长精选混合型证券投资基金
013896,宝盈成长精选混合型证券投资基金
013897,德邦港股通成长精选混合型证券投资基金
013898,德邦港股通成长精选混合型证券投资基金
013903,国泰君安信息行业混合型发起式证券投资基金
013910,兴业兴睿两年持有期混合型证券投资基金
013911,兴业兴睿两年持有期混合型证券投资基金
013914,大成红利优选一年持有期混合型发起式证券投资基金
013915,大成红利优选一年持有期混合型发起式证券投资基金
013916,国联成长先锋一年持有期混合型证券投资基金
013917,国联成长先锋一年持有期混合型证券投资基金
013920,兴华创新医疗6个月持有期混合型发起式证券投资基金
013921,兴华创新医疗6个月持有期混合型发起式证券投资基金
013929,中银证券恒瑞9个月持有期混合型证券投资基金
013930,中银证券恒瑞9个月持有期混合型证券投资基金
013934,长江红利回报混合型发起式证券投资基金
013935,长江红利回报混合型发起式证券投资基金
013936,广发睿升混合型证券投资基金
013937,广发睿升混合型证券投资基金
013938,天弘安康颐养混合型证券投资基金
013939,汇泉策略优选混合型证券投资基金
013949,交银施罗德科锐科技创新混合型证券投资基金
013950,交银施罗德先锋混合型证券投资基金
013955,广发中小盘精选混合型证券投资基金
013956,华商医药消费精选混合型证券投资基金
013957,华商医药消费精选混合型证券投资基金
013958,华商鑫选回报一年持有期混合型证券投资基金
013959,华商鑫选回报一年持有期混合型证券投资基金
013960,万家新机遇成长一年持有期混合型发起式证券投资基金
013961,万家新机遇成长一年持有期混合型发起式证券投资基金
013962,华夏创新视野一年持有期混合型证券投资基金
013963,华夏创新视野一年持有期混合型证券投资基金
013967,广发恒享一年持有期混合型证券投资基金
013968,广发恒享一年持有期混合型证券投资基金
013969,华夏永利一年持有期混合型证券投资基金
013970,华夏永利一年持有期混合型证券投资基金
013980,光大保德信恒鑫混合型证券投资基金
013981,光大保德信恒鑫混合型证券投资基金
013983,中金稳健增长混合型证券投资基金
013984,中金稳健增长混合型证券投资基金
013985,融通稳健增利6个月持有期混合型证券投资基金
013986,融通稳健增利6个月持有期混合型证券投资基金
013989,富国沪港深优质资产混合型发起式证券投资基金
013990,富国沪港深优质资产混合型发起式证券投资基金
013991,中欧港股通精选一年持有期混合型证券投资基金
013992,中欧港股通精选一年持有期混合型证券投资基金
013993,中欧光熠一年持有期混合型证券投资基金
013994,中欧光熠一年持有期混合型证券投资基金
013995,嘉实融惠混合型证券投资基金
013996,嘉实融惠混合型证券投资基金
014003,浦银安盛增长动力灵活配置混合型证券投资基金
014007,华安制造升级一年持有期混合型证券投资基金
014008,华安制造升级一年持有期混合型证券投资基金
014011,浦银安盛价值成长混合型证券投资基金
014014,招商臻选平衡混合型证券投资基金
014015,招商臻选平衡混合型证券投资基金
014016,中信建投品质优选一年持有期混合型证券投资基金
014017,中信建投品质优选一年持有期混合型证券投资基金
014020,诺德量化先锋一年持有期混合型证券投资基金
014021,诺德量化先锋一年持有期混合型证券投资基金
014024,华富卓越成长一年持有期混合型证券投资基金
014025,华富卓越成长一年持有期混合型证券投资基金
014029,浦银安盛红利精选混合型证券投资基金
014030,摩根士丹利健康产业混合型证券投资基金
014031,南方发展机遇一年持有期混合型证券投资基金
014032,南方发展机遇一年持有期混合型证券投资基金
014036,博时成长回报混合型证券投资基金
014037,博时成长回报混合型证券投资基金
014038,交银施罗德启诚混合型证券投资基金
014039,交银施罗德启诚混合型证券投资基金
014040,民生加银金融优选混合型证券投资基金
014041,民生加银金融优选混合型证券投资基金
014042,银华心诚灵活配置混合型证券投资基金
014043,银华心怡灵活配置混合型证券投资基金
014044,银华富利精选混合型证券投资基金
014045,银华积极成长混合型证券投资基金
014047,银华盛世精选灵活配置混合型发起式证券投资基金
014048,银华鑫盛灵活配置混合型证券投资基金(LOF)
014049,中银远见成长混合型证券投资基金
014050,中银远见成长混合型证券投资基金
014051,平安安盈灵活配置混合型证券投资基金
014053,太平睿庆混合型证券投资基金
014054,太平睿庆混合型证券投资基金
014061,浦银安盛战略新兴产业混合型证券投资基金
014068,工银瑞信悦享混合型证券投资基金
014069,工银瑞信悦享混合型证券投资基金
014074,嘉实内需精选混合型证券投资基金
014075,嘉实内需精选混合型证券投资基金
014077,华商稳健汇利一年持有期混合型证券投资基金
014078,华商稳健汇利一年持有期混合型证券投资基金
014080,交银施罗德启汇混合型证券投资基金
014085,浙商聚潮新思维混合型证券投资基金
014094,南方誉盈一年持有期混合型证券投资基金
014095,南方誉盈一年持有期混合型证券投资基金
014096,交银施罗德经济新动力混合型证券投资基金
014103,富安达成长价值一年持有期混合型证券投资基金
014104,富安达成长价值一年持有期混合型证券投资基金
014106,融通成长30灵活配置混合型证券投资基金
014107,博时品质生活混合型证券投资基金
014108,博时品质生活混合型证券投资基金
014109,融通内需驱动混合型证券投资基金
014112,嘉实对冲套利定期开放混合型发起式证券投资基金
014113,上银未来生活灵活配置混合型证券投资基金
014114,广发沪港深医药混合型证券投资基金
014115,广发沪港深医药混合型证券投资基金
014119,金鹰时代先锋混合型证券投资基金
014120,金鹰时代先锋混合型证券投资基金
014123,华润元大ESG主题混合型证券投资基金
014124,华润元大ESG主题混合型证券投资基金
014127,融通核心价值混合型证券投资基金(QDII)
014131,华泰柏瑞聚优智选一年持有期混合型证券投资基金
014132,华泰柏瑞聚优智选一年持有期混合型证券投资基金
014141,大成新能源混合型发起式证券投资基金
014142,大成新能源混合型发起式证券投资基金
014143,银河创新成长混合型证券投资基金
014146,景顺长城港股通数字经济主题混合型证券投资基金
014147,景顺长城港股通数字经济主题混合型证券投资基金
014148,景顺长城安鼎一年持有期混合型证券投资基金
014149,景顺长城安鼎一年持有期混合型证券投资基金
014150,新华鑫益灵活配置混合型证券投资基金
014151,富兰克林国海鑫享价值混合型证券投资基金
014152,富兰克林国海鑫享价值混合型证券投资基金
014157,国泰海通创新医药混合型发起式证券投资基金
014158,博时浦惠一年持有期混合型证券投资基金
014159,博时浦惠一年持有期混合型证券投资基金
014160,易方达悦融一年持有期混合型证券投资基金
014161,易方达悦融一年持有期混合型证券投资基金
014162,万家人工智能混合型证券投资基金
014164,富国融享18个月定期开放混合型证券投资基金
014171,富国新兴成长量化精选混合型证券投资基金(LOF)
014175,工银瑞信价值成长混合型证券投资基金
014176,工银瑞信价值成长混合型证券投资基金
014177,华安景气驱动一年持有期混合型证券投资基金
014178,华安景气驱动一年持有期混合型证券投资基金
014179,中银证券远见价值混合型证券投资基金
014180,中银证券远见价值混合型证券投资基金
014181,富国大盘价值量化精选混合型证券投资基金
014189,南方专精特新混合型证券投资基金
014190,南方专精特新混合型证券投资基金
014199,建信沃信一年持有期混合型证券投资基金
014200,建信沃信一年持有期混合型证券投资基金
014203,鹏扬产业趋势一年持有期混合型证券投资基金
014204,鹏扬产业趋势一年持有期混合型证券投资基金
014207,华安产业精选混合型证券投资基金
014208,华安产业精选混合型证券投资基金
014210,国投瑞银竞争优势混合型证券投资基金
014211,国投瑞银竞争优势混合型证券投资基金
014212,博时研究优享混合型证券投资基金
014213,博时研究优享混合型证券投资基金
014214,光大保德信核心资产混合型证券投资基金
014215,光大保德信核心资产混合型证券投资基金
014216,嘉实绝对收益策略定期开放混合型发起式证券投资基金
014220,恒越医疗健康精选混合型证券投资基金
014221,恒越医疗健康精选混合型证券投资基金
014224,大成聚优成长混合型证券投资基金
014225,大成聚优成长混合型证券投资基金
014228,浦银安盛品质优选混合型证券投资基金
014229,浦银安盛品质优选混合型证券投资基金
014232,博时专精特新主题混合型证券投资基金
014233,博时专精特新主题混合型证券投资基金
014235,淳厚时代优选混合型证券投资基金
014236,淳厚时代优选混合型证券投资基金
014239,国泰产业精选混合型证券投资基金
014241,农银汇理均衡收益混合型证券投资基金
014243,富国新材料新能源混合型证券投资基金
014244,鹏扬竞争力先锋一年持有期混合型证券投资基金
014245,鹏扬竞争力先锋一年持有期混合型证券投资基金
014246,摩根士丹利现代服务业混合型证券投资基金
014247,摩根士丹利现代服务业混合型证券投资基金
014254,信澳智远三年持有期混合型证券投资基金
014255,信澳智远三年持有期混合型证券投资基金
014260,万家新机遇龙头企业灵活配置混合型证券投资基金
014261,摩根沃享远见一年持有期混合型证券投资基金
014262,摩根沃享远见一年持有期混合型证券投资基金
014263,鑫元长三角区域主题混合型证券投资基金
014264,鑫元长三角区域主题混合型证券投资基金
014267,华商竞争力优选混合型证券投资基金
014268,华商竞争力优选混合型证券投资基金
014269,嘉实北交所精选两年定期开放混合型证券投资基金
014270,嘉实北交所精选两年定期开放混合型证券投资基金
014271,大成北交所两年定期开放混合型证券投资基金
014272,大成北交所两年定期开放混合型证券投资基金
014273,广发北交所精选两年定期开放混合型证券投资基金
014274,广发北交所精选两年定期开放混合型证券投资基金
014275,易方达北交所精选两年定期开放混合型证券投资基金
014276,易方达北交所精选两年定期开放混合型证券投资基金
014277,万家北交所慧选两年定期开放混合型证券投资基金
014278,万家北交所慧选两年定期开放混合型证券投资基金
014279,汇添富北交所创新精选两年定期开放混合型证券投资基金
014280,汇添富北交所创新精选两年定期开放混合型证券投资基金
014282,中信保诚成长动力混合型证券投资基金
014283,华夏北交所创新中小企业精选两年定期开放混合型发起式证券投资基金
014285,鑫元健康产业混合型发起式证券投资基金
014286,鑫元健康产业混合型发起式证券投资基金
014287,泰康新锐成长混合型证券投资基金
014292,嘉实产业领先混合型证券投资基金
014293,嘉实产业领先混合型证券投资基金
014294,南方北交所精选两年定期开放混合型发起式证券投资基金
014307,嘉实多元动力混合型证券投资基金
014308,嘉实多元动力混合型证券投资基金
014311,大成优质精选混合型证券投资基金
014312,大成优质精选混合型证券投资基金
014313,鹏华创新增长一年持有期混合型证券投资基金
014314,鹏华创新增长一年持有期混合型证券投资基金
014317,广发价值领航一年持有期混合型证券投资基金
014318,广发价值领航一年持有期混合型证券投资基金
014319,德邦半导体产业混合型发起式证券投资基金
014320,德邦半导体产业混合型发起式证券投资基金
014321,德邦周期精选混合型发起式证券投资基金
014322,德邦周期精选混合型发起式证券投资基金
014325,国联安核心趋势一年持有期混合型证券投资基金
014326,国联安核心趋势一年持有期混合型证券投资基金
014327,格林新兴产业混合型证券投资基金
014328,格林新兴产业混合型证券投资基金
014329,国联优势产业混合型证券投资基金
014330,国联优势产业混合型证券投资基金
014333,工银瑞信优势领航混合型证券投资基金
014334,工银瑞信优势领航混合型证券投资基金
014335,中信保诚周期轮动混合型证券投资基金(LOF)
014339,长江智能制造混合型发起式证券投资基金
014340,长江智能制造混合型发起式证券投资基金
014346,银华消费主题混合型证券投资基金
014347,富国趋势优先混合型证券投资基金
014348,富国趋势优先混合型证券投资基金
014349,银华鑫锐灵活配置混合型证券投资基金(LOF)
014350,华商卓越成长一年持有期混合型证券投资基金
014351,华商卓越成长一年持有期混合型证券投资基金
014352,东方创新成长混合型证券投资基金
014353,东方创新成长混合型证券投资基金
014354,东方欣冉九个月持有期混合型证券投资基金
014355,东方欣冉九个月持有期混合型证券投资基金
014356,长信企业成长三年持有期混合型证券投资基金
014357,长信企业成长三年持有期混合型证券投资基金
014360,红塔红土稳健添利混合型证券投资基金
014361,红塔红土稳健添利混合型证券投资基金
014373,浙商全景消费混合型证券投资基金
014381,长城久源灵活配置混合型证券投资基金
014389,华安产业动力6个月持有期混合型证券投资基金
014390,华安产业动力6个月持有期混合型证券投资基金
014395,中银证券成长领航混合型证券投资基金
014396,中银证券成长领航混合型证券投资基金
014401,富国核心趋势混合型证券投资基金
014402,富国核心趋势混合型证券投资基金
014404,中欧多元价值三年持有期混合型证券投资基金
014405,中欧多元价值三年持有期混合型证券投资基金
014408,创金合信兴选产业趋势混合型证券投资基金
014409,创金合信兴选产业趋势混合型证券投资基金
014410,华夏时代领航两年持有期混合型证券投资基金
014411,华夏时代领航两年持有期混合型证券投资基金
014412,招商核心竞争力混合型证券投资基金
014413,招商核心竞争力混合型证券投资基金
014420,中欧成长领航一年持有期混合型证券投资基金
014421,中欧成长领航一年持有期混合型证券投资基金
014423,汇丰晋信研究精选混合型证券投资基金
014433,国泰智享科技1个月滚动持有混合型发起式证券投资基金
014434,国泰智享科技1个月滚动持有混合型发起式证券投资基金
014449,富国融丰两年定期开放混合型证券投资基金
014450,富国融丰两年定期开放混合型证券投资基金
014454,中银双息回报混合型证券投资基金
014460,平安品质优选混合型证券投资基金
014461,平安品质优选混合型证券投资基金
014462,光大保德信汇佳混合型证券投资基金
014463,光大保德信汇佳混合型证券投资基金
014466,工银瑞信行业优选混合型证券投资基金
014467,工银瑞信行业优选混合型证券投资基金
014470,富安达健康人生灵活配置混合型证券投资基金
014471,富安达新兴成长灵活配置混合型证券投资基金
014472,景顺长城远见成长混合型证券投资基金
014473,景顺长城远见成长混合型证券投资基金
014478,中加低碳经济六个月持有期混合型证券投资基金
014479,中加低碳经济六个月持有期混合型证券投资基金
014482,华夏融盛可持续一年持有期混合型证券投资基金
014483,华夏融盛可持续一年持有期混合型证券投资基金
014488,国投瑞银产业升级两年持有期混合型证券投资基金
014489,国投瑞银产业升级两年持有期混合型证券投资基金
014497,诺安研究优选混合型证券投资基金
014498,诺安鸿鑫混合型证券投资基金
014499,南方转型增长灵活配置混合型证券投资基金
014505,中银收益混合型证券投资基金
014506,博时成长臻选混合型证券投资基金
014507,博时成长臻选混合型证券投资基金
014508,汇添富先进制造混合型证券投资基金
014509,汇添富先进制造混合型证券投资基金
014513,金鹰远见优选混合型证券投资基金
014514,金鹰远见优选混合型证券投资基金
014521,诺安利鑫灵活配置混合型证券投资基金
014522,汇添富低碳投资一年持有期混合型证券投资基金
014523,汇添富低碳投资一年持有期混合型证券投资基金
014524,汇添富制造业升级研究精选一年持有期混合型发起式证券投资基金
014525,汇添富制造业升级研究精选一年持有期混合型发起式证券投资基金
014526,汇添富中盘潜力增长一年持有期混合型证券投资基金
014527,汇添富中盘潜力增长一年持有期混合型证券投资基金
014537,中银中国精选混合型开放式证券投资基金
014538,长城研究精选混合型证券投资基金
014539,华安优势精选混合型证券投资基金
014540,华安优势精选混合型证券投资基金
014541,华安新能源主题混合型证券投资基金
014542,华安新能源主题混合型证券投资基金
014545,浦银安盛兴耀优选一年持有期混合型证券投资基金
014546,浦银安盛兴耀优选一年持有期混合型证券投资基金
014549,交银施罗德数据产业灵活配置混合型证券投资基金
014550,诺安益鑫灵活配置混合型证券投资基金
014551,诺安新动力灵活配置混合型证券投资基金
014554,博时恒瑞混合型证券投资基金
014555,博时恒瑞混合型证券投资基金
014556,富荣量化精选混合型发起式证券投资基金
014557,富荣量化精选混合型发起式证券投资基金
014558,华商品质慧选混合型证券投资基金
014559,华商品质慧选混合型证券投资基金
014560,东方汽车产业趋势混合型证券投资基金
014561,东方汽车产业趋势混合型证券投资基金
014562,易方达品质动能三年持有期混合型证券投资基金
014563,易方达品质动能三年持有期混合型证券投资基金
014571,东吴安享量化灵活配置混合型证券投资基金
014573,东方红锦弘甄选两年持有期混合型证券投资基金
014574,鑫元清洁能源产业混合型发起式证券投资基金
014575,鑫元清洁能源产业混合型发起式证券投资基金
014576,农银汇理瑞丰6个月持有期混合型证券投资基金
014577,华泰柏瑞恒悦混合型证券投资基金
014578,华泰柏瑞恒悦混合型证券投资基金
014579,华泰柏瑞恒泽混合型证券投资基金
014580,华泰柏瑞恒泽混合型证券投资基金
014581,东吴阿尔法灵活配置混合型证券投资基金
014584,申万菱信价值优利混合型证券投资基金
014585,银华心兴三年持有期混合型证券投资基金
014586,银华心兴三年持有期混合型证券投资基金
014591,广发瑞誉一年持有期混合型证券投资基金
014592,广发瑞誉一年持有期混合型证券投资基金
014593,西部利得聚优一年持有期混合型证券投资基金
014597,华泰柏瑞富利灵活配置混合型证券投资基金
014598,永赢合享混合型发起式证券投资基金
014599,永赢合享混合型发起式证券投资基金
014600,博时回报严选混合型证券投资基金
014601,博时回报严选混合型证券投资基金
014606,招商高端装备混合型证券投资基金
014607,招商高端装备混合型证券投资基金
014608,中欧周期景气混合型发起式证券投资基金
014609,中欧周期景气混合型发起式证券投资基金
014611,富国核心科技12个月持有期混合型证券投资基金
014612,富国核心科技12个月持有期混合型证券投资基金
014619,财通资管稳兴增益六个月持有期混合型证券投资基金
014620,财通资管稳兴增益六个月持有期混合型证券投资基金
014639,兴证全球合衡三年持有期混合型证券投资基金
014640,兴证全球合衡三年持有期混合型证券投资基金
014641,摩根行业轮动混合型证券投资基金
014642,摩根新兴动力混合型证券投资基金
014647,融通先进制造混合型证券投资基金
014648,融通先进制造混合型证券投资基金
014649,永赢优质精选混合型发起式证券投资基金
014650,永赢优质精选混合型发起式证券投资基金
014651,大成专精特新混合型证券投资基金
014652,大成专精特新混合型证券投资基金
014653,建信卓越成长一年持有期混合型证券投资基金
014654,建信卓越成长一年持有期混合型证券投资基金
014657,中欧融享增益一年持有期混合型证券投资基金
014658,中欧融享增益一年持有期混合型证券投资基金
014659,金元顺安行业精选混合型证券投资基金
014660,金元顺安行业精选混合型证券投资基金
014663,富国创新发展两年定期开放混合型证券投资基金
014664,富国创新发展两年定期开放混合型证券投资基金
014666,工银瑞信优质发展混合型证券投资基金
014667,工银瑞信优质发展混合型证券投资基金
014677,中信保诚至远动力混合型证券投资基金
014678,永赢添添悦6个月持有期混合型证券投资基金
014679,永赢添添悦6个月持有期混合型证券投资基金
014686,招商核心装备混合型证券投资基金
014687,招商核心装备混合型证券投资基金
014691,中加量化研选混合型证券投资基金
014692,中加量化研选混合型证券投资基金
014693,万家兴恒回报一年持有期混合型证券投资基金
014694,万家兴恒回报一年持有期混合型证券投资基金
014695,长盛先进制造六个月持有期混合型证券投资基金
014696,长盛先进制造六个月持有期混合型证券投资基金
014697,南方誉稳一年持有期混合型证券投资基金
014698,南方誉稳一年持有期混合型证券投资基金
014699,东方高端制造混合型证券投资基金
014700,东方高端制造混合型证券投资基金
014701,中欧量化动能混合型证券投资基金
014702,中欧量化动能混合型证券投资基金
014706,华富匠心明选一年持有期混合型证券投资基金
014707,华富匠心明选一年持有期混合型证券投资基金
014708,天弘臻选健康混合型证券投资基金
014709,天弘臻选健康混合型证券投资基金
014718,富国天旭均衡混合型证券投资基金
014719,富国天旭均衡混合型证券投资基金
014724,东方量化多策略混合型证券投资基金
014725,广发成长动力三年持有期混合型证券投资基金
014726,广发成长动力三年持有期混合型证券投资基金
014727,易方达成长动力混合型证券投资基金
014728,易方达成长动力混合型证券投资基金
014729,前海开源新兴产业混合型证券投资基金
014730,华富荣盛一年持有期混合型证券投资基金
014731,华富荣盛一年持有期混合型证券投资基金
014734,广发睿合混合型证券投资基金
014735,广发睿合混合型证券投资基金
014744,恒生前海兴享混合型证券投资基金
014745,恒生前海兴享混合型证券投资基金
014750,兴华消费精选6个月持有期混合型发起式证券投资基金
014751,兴华消费精选6个月持有期混合型发起式证券投资基金
014752,长信稳健增长一年持有期混合型证券投资基金
014753,长信稳健增长一年持有期混合型证券投资基金
014754,华安景气优选混合型证券投资基金
014755,华安景气优选混合型证券投资基金
014756,鹏华成长领航两年持有期混合型证券投资基金
014757,鹏华成长领航两年持有期混合型证券投资基金
014759,中欧琪福混合型证券投资基金
014760,中欧琪福混合型证券投资基金
014761,金鹰民稳混合型证券投资基金
014762,金鹰民稳混合型证券投资基金
014763,鹏华鑫华一年持有期混合型证券投资基金
014764,鹏华鑫华一年持有期混合型证券投资基金
014765,中欧碳中和混合型发起式证券投资基金
014766,中欧碳中和混合型发起式证券投资基金
014767,景顺长城华城稳健6个月持有期混合型证券投资基金
014768,景顺长城华城稳健6个月持有期混合型证券投资基金
014771,中泰红利优选一年持有期混合型发起式证券投资基金
014772,中泰红利价值一年持有期混合型发起式证券投资基金
014773,华安品质领先混合型证券投资基金
014774,华安品质领先混合型证券投资基金
014781,建信兴衡优选一年持有期混合型证券投资基金
014782,建信兴衡优选一年持有期混合型证券投资基金
014783,招商远见成长混合型证券投资基金
014784,招商远见成长混合型证券投资基金
014786,惠升品质优选混合型证券投资基金
014787,惠升品质优选混合型证券投资基金
014788,长城产业趋势混合型证券投资基金
014789,长城产业趋势混合型证券投资基金
014790,景顺长城产业臻选一年持有期混合型证券投资基金
014791,景顺长城产业臻选一年持有期混合型证券投资基金
014792,华泰柏瑞匠心臻选混合型证券投资基金
014793,华泰柏瑞匠心臻选混合型证券投资基金
014794,富国远见优选混合型证券投资基金
014795,富国远见优选混合型证券投资基金
014797,富国融悦12个月持有期混合型证券投资基金
014798,富国融悦12个月持有期混合型证券投资基金
014799,工银瑞信招瑞一年持有期混合型证券投资基金
014800,工银瑞信招瑞一年持有期混合型证券投资基金
014805,国金量化精选混合型证券投资基金
014806,国金量化精选混合型证券投资基金
014807,宏利景气智选18个月持有期混合型证券投资基金
014808,宏利景气智选18个月持有期混合型证券投资基金
014809,华安沣瑞一年持有期混合型证券投资基金
014810,华安沣瑞一年持有期混合型证券投资基金
014811,平安兴奕成长1年持有期混合型证券投资基金
014812,平安兴奕成长1年持有期混合型证券投资基金
014813,浙商大数据智选消费灵活配置混合型证券投资基金
014818,国金新兴价值混合型证券投资基金
014819,国金新兴价值混合型证券投资基金
014825,汇泉兴至未来一年持有期混合型证券投资基金
014826,汇泉兴至未来一年持有期混合型证券投资基金
014827,汇泉启元未来混合型发起式证券投资基金
014828,汇泉启元未来混合型发起式证券投资基金
014829,诺德新能源汽车混合型证券投资基金
014830,诺德新能源汽车混合型证券投资基金
014834,汇添富盈鑫灵活配置混合型证券投资基金
014835,长盛安盈混合型证券投资基金
014837,汇添富创新活力混合型证券投资基金
014838,兴银碳中和主题混合型证券投资基金
014839,兴银碳中和主题混合型证券投资基金
014840,招商裕华混合型证券投资基金
014841,东方阿尔法医疗健康混合型发起式证券投资基金
014842,东方阿尔法医疗健康混合型发起式证券投资基金
014845,中银新趋势灵活配置混合型证券投资基金
014849,建信健康民生混合型证券投资基金
014850,长信稳健成长混合型证券投资基金
014851,长信稳健成长混合型证券投资基金
014852,嘉实添惠一年持有期混合型证券投资基金
014853,嘉实添惠一年持有期混合型证券投资基金
014859,大成慧心优选一年持有期混合型证券投资基金
014860,大成慧心优选一年持有期混合型证券投资基金
014861,申万菱信双禧混合型发起式证券投资基金
014862,申万菱信双禧混合型发起式证券投资基金
014867,摩根士丹利优悦安和混合型证券投资基金
014869,摩根士丹利内需增长混合型证券投资基金
014871,摩根士丹利科技领先灵活配置混合型证券投资基金
014872,嘉实品质蓝筹一年持有期混合型证券投资基金
014873,嘉实品质蓝筹一年持有期混合型证券投资基金
014874,惠升惠远回报混合型证券投资基金
014875,惠升惠远回报混合型证券投资基金
014878,华安价值驱动一年持有期混合型证券投资基金
014879,华安价值驱动一年持有期混合型证券投资基金
014885,长盛匠心研究精选混合型证券投资基金
014886,长盛匠心研究精选混合型证券投资基金
014888,东方红锦融甄选18个月持有期混合型证券投资基金
014889,东方红锦融甄选18个月持有期混合型证券投资基金
014892,永赢添添欣12个月持有期混合型证券投资基金
014893,永赢添添欣12个月持有期混合型证券投资基金
014900,兴证全球兴裕混合型证券投资基金
014901,兴证全球兴裕混合型证券投资基金
014913,博时研究回报混合型证券投资基金
014914,博时研究回报混合型证券投资基金
014915,财通匠心优选一年持有期混合型证券投资基金
014916,财通匠心优选一年持有期混合型证券投资基金
014917,汇丰晋信时代先锋混合型证券投资基金
014918,汇丰晋信时代先锋混合型证券投资基金
014919,银华心选一年持有期混合型证券投资基金
014920,银华心选一年持有期混合型证券投资基金
014922,华夏ESG可持续投资一年持有期混合型证券投资基金
014923,华夏ESG可持续投资一年持有期混合型证券投资基金
014926,景顺长城安瑞混合型证券投资基金
014927,银河恒益混合型证券投资基金
014928,银河恒益混合型证券投资基金
014929,民生加银创新成长混合型证券投资基金
014931,富国天源沪港深平衡混合型证券投资基金
014933,南方医药保健灵活配置混合型证券投资基金
014938,同泰产业升级混合型证券投资基金
014939,同泰产业升级混合型证券投资基金
014944,蜂巢润和六个月持有期混合型证券投资基金
014945,蜂巢润和六个月持有期混合型证券投资基金
014946,南方高质量优选混合型证券投资基金
014947,南方高质量优选混合型证券投资基金
014948,融通新能源灵活配置混合型证券投资基金
014949,交银施罗德恒益灵活配置混合型证券投资基金
014953,信澳至诚精选混合型证券投资基金
014954,信澳研究优选混合型证券投资基金
014960,国泰融安多策略灵活配置混合型证券投资基金
014961,国联兴鸿优选混合型证券投资基金
014962,国联兴鸿优选混合型证券投资基金
014963,交银施罗德先进制造混合型证券投资基金
014964,摩根科技前沿灵活配置混合型证券投资基金
014970,华安低碳生活混合型证券投资基金
014971,华安红利精选混合型证券投资基金
014972,华安沪港深外延增长灵活配置混合型证券投资基金
014975,华安科技动力混合型证券投资基金
014976,华安升级主题混合型证券投资基金
014977,华安生态优先混合型证券投资基金
014986,东方核心动力混合型证券投资基金
014987,华安产业趋势混合型证券投资基金
014988,华安产业趋势混合型证券投资基金
014989,国泰新经济灵活配置混合型证券投资基金
014990,华安幸福生活混合型证券投资基金
014998,国泰民福策略价值灵活配置混合型证券投资基金
014999,华泰保兴吉年盈混合型证券投资基金
015000,华泰保兴吉年盈混合型证券投资基金
015004,中邮能源革新混合型发起式证券投资基金
015005,中邮能源革新混合型发起式证券投资基金
015006,中欧量化动力混合型证券投资基金
015007,中欧量化动力混合型证券投资基金
015010,嘉合锦鑫混合型证券投资基金
015011,嘉合锦鑫混合型证券投资基金
015012,浦银安盛安弘回报一年持有期混合型证券投资基金
015013,浦银安盛安弘回报一年持有期混合型证券投资基金
